|Material|Texto breve                             | Item|Doc.compra|Preço líq.|
|846038  |MANCAL MONOB INOX F-206                 | 5600|4600176606|   132,47 |
|7835    |SELO MEC 3/4" T21                       | 5610|4600176606|    18,74 |
|10419   |SELO MEC 5/8" TSQ/T06 CURTO             | 5620|4600176606|    21,00 |
|11537   |SELO MEC 1.3/4" 20803                   | 5630|4600176606|    41,33 |
|11639   |SELO MEC 1.1/4" TS-P                    | 5640|4600176606|    16,58 |
|11782   |SELO MEC 1.3/8" TS-P                    | 5650|4600176606|    21,58 |
|70084   |PAPELAO VELUMOIDE 1,50MM QUILOGRAMA 1000| 5710|4600176606|    34,00 |
|1549    |RETEN 30MM 62MM 10MM NBR                | 5860|4600176606|     3,10 |
|1615    |RETEN 50MM 80MM 10MM NBR                | 5870|4600176606|     7,34 |
|1649    |RETEN 70MM 90MM 13MM NBR                | 5900|4600176606|    11,05 |
|2133    |RETEN 50MM 72MM 8MM NBR                 | 5920|4600176606|     5,45 |
|2573    |RETEN 45MM 65MM 7,00M NBR               | 5930|4600176606|     6,75 |
|3829    |RETEN 30MM 55MM 10MM NBR                | 5940|4600176606|     5,92 |
|4749    |RETEN 55MM 90MM 10MM NBR                | 5970|4600176606|    10,79 |
|4768    |RETEN 75MM 95MM 10MM NBR                | 5980|4600176606|    10,61 |
|5762    |RETEN 60MM 90MM 10MM NBR                | 6000|4600176606|     6,10 |
|9684    |RETEN 18MM 35MM 7MM NBR                 | 6020|4600176606|     3,98 |
|13078   |RETEN 40MM 72MM 10MM NBR                | 6030|4600176606|     7,62 |
|17060   |RETEN 50MM 70MM 10MM NBR                | 6050|4600176606|     7,61 |
|17566   |RETEN 35MM 62MM 7MM NBR                 | 6070|4600176606|     7,85 |
|20079   |RETEN 70MM 90MM 10MM ACM                | 6080|4600176606|    12,25 |
|24158   |RETEN 50MM 80MM 10MM FKM                | 6090|4600176606|    88,95 |
|30302   |RETEN 66,7MM 112,70MM 11MM NBR          | 6100|4600176606|    15,74 |
|33740   |RETEN 30MM 52MM 7MM NBR                 | 6120|4600176606|     4,28 |
|37472   |RETEN 25MM 47MM 7MM NBR                 | 6150|4600176606|     4,47 |
|41618   |RETEN 90MM 120MM 13MM NBR               | 6160|4600176606|    12,49 |
|41675   |RETEN 40MM 80MM 10MM NBR                | 6170|4600176606|    10,85 |
|47035   |RETEN 80MM 110MM 10MM NBR               | 6190|4600176606|    78,80 |
|47163   |RETEN 25MM 42MM 8MM NBR                 | 6200|4600176606|     4,95 |
|47252   |RETEN 50MM 72MM 10MM NBR                | 6210|4600176606|     6,84 |
|47457   |RETEN 65MM 100MM 10MM NBR               | 6220|4600176606|    14,56 |
|59627   |RETEN 75MM 100MM 10MM FKM               | 6240|4600176606|    18,72 |
|73814   |RETEN 60MM 80MM 10MM NBR                | 6250|4600176606|     7,55 |
|79679   |RETEN 75MM 100MM 10MM NBR               | 6260|4600176606|    13,15 |
|80675   |RETEN 30MM 47MM 6MM NBR                 | 6270|4600176606|     4,21 |
|81396   |RETEN 30MM 47MM 10MM NBR                | 6280|4600176606|     3,45 |
|81523   |RETEN 25MM 52MM 8MM NBR                 | 6290|4600176606|     2,70 |
|84352   |RETEN 15MM 32MM 7MM NBR                 | 6300|4600176606|     3,55 |
|85197   |RETEN 35MM 47MM 7MM NBR                 | 6310|4600176606|     4,20 |
|86290   |RETEN 65MM 85MM 10MM NBR                | 6330|4600176606|    10,71 |
|88811   |RETEN 110MM 140MM 13MM NBR              | 6340|4600176606|    11,45 |
|92157   |RETEN 57,20MM 82,5MM 9,5MM NBR          | 6350|4600176606|    14,90 |
|93599   |RETEN 25MM 38MM 6,4MM NBR               | 6360|4600176606|     4,72 |
|95877   |RETEN 80MM 100MM 10MM NBR               | 6380|4600176606|     7,29 |
|96105   |RETEN 25MM 40MM 7MM NBR                 | 6390|4600176606|     4,30 |
|96660   |RETEN 25MM 52MM 10MM NBR                | 6400|4600176606|     5,27 |
|100145  |RETEN 25MM 43,05MM 10MM NBR             | 6410|4600176606|     4,74 |
|100757  |RETEN 50MM 65MM 8MM NBR                 | 6420|4600176606|     6,80 |
|100773  |RETEN 25MM 42MM 6MM NBR                 | 6430|4600176606|     3,42 |
|103365  |RETEN 70MM 90MM 10MM NBR                | 6440|4600176606|     8,81 |
|104213  |RETEN 20MM 40MM 7MM NBR                 | 6450|4600176606|     4,55 |
|104345  |RETEN 30MM 52MM 10MM NBR                | 6460|4600176606|     4,20 |
|109029  |RETEN 25MM 40MM 8MM NBR                 | 6470|4600176606|     3,80 |
|109746  |RETEN 35MM 62MM 10MM NBR                | 6480|4600176606|     4,60 |
|112526  |RETEN 15MM 35MM 7MM NBR                 | 6490|4600176606|     4,64 |
|115576  |RETEN 55MM 70MM 8MM NBR                 | 6520|4600176606|     7,11 |
|116769  |RETEN 50MM 68MM 10MM NBR                | 6530|4600176606|     9,05 |
|116793  |RETEN 95MM 120MM 12MM NBR               | 6540|4600176606|    17,76 |
|117064  |RETEN 45MM 62MM 7MM NBR                 | 6550|4600176606|     4,99 |
|119911  |RETEN 45MM 62MM 10MM NBR                | 6560|4600176606|     5,00 |
|124452  |RETEN 80MM 100MM 10MM FKM               | 6570|4600176606|    29,48 |
|126876  |RETEN 50MM 75MM 10MM NBR                | 6580|4600176606|    10,82 |
|131245  |RETEN 35MM 62MM 9,5MM NBR               | 6590|4600176606|     6,05 |
|137413  |RETEN 12MM 28,1MM 7MM NBR               | 6610|4600176606|     3,38 |
|137464  |RETEN 60MM 82MM 12MM NBR                | 6620|4600176606|     6,82 |
|143316  |RETEN 35MM 52MM 12MM NBR                | 6630|4600176606|     5,45 |
|146048  |RETEN 30MM 47MM 7MM NBR                 | 6650|4600176606|     2,88 |
|151246  |RETEN 35MM 62MM 7MM NBR                 | 6660|4600176606|     8,24 |
|153290  |RETEN 24MM 37MM 7MM NBR                 | 6670|4600176606|     4,07 |
|155861  |RETEN 40MM 62MM 11,5MM NBR              | 6680|4600176606|     4,74 |
|158999  |RETEN 40MM 62MM 12MM NBR                | 6690|4600176606|     6,60 |
|159646  |RETEN 70MM 95MM 13MM NBR                | 6700|4600176606|    12,65 |
|170658  |RETEN 45MM 65MM 10MM NBR                | 6720|4600176606|     8,93 |
|170984  |RETEN 40MM 52MM 7,4MM NBR               | 6730|4600176606|     2,96 |
|177172  |RETEN 25MM 47MM 10MM NBR                | 6740|4600176606|     3,57 |
|183547  |RETEN 30MM 42MM 7MM NBR                 | 6750|4600176606|     5,50 |
|260738  |RETEN 30MM 62MM 10,1MM NBR              | 6790|4600176606|     3,10 |
|298751  |RETEN 58MM 72MM 8MM NBR                 | 6820|4600176606|     7,62 |
|900010  |ROL AUTOCOMPENSADOR ROLOS 29320-CC      | 6850|4600176606| 2.546,00 |
|436093  |MANCAL MONOB TERMP EFOM-20              | 6860|4600176606|    53,78 |
|595825  |GAXETA RED 3/4"                         | 6870|4600176606|    15,90 |
|914500  |ROL AUTOCOMPENSADOR ESFERAS 2213-EK-C3  | 6880|4600176606|   182,40 |
|664515  |ROL AUTOC ROLOS BS2-2222-2RS5-VT143     | 6890|4600176606| 2.332,80 |
|158860  |RETEN 30MM 55MM 10MM NBR                | 6900|4600176606|     5,65 |
|664983  |CORREIA SINCR HTD-305-5M-10             | 6920|4600176606|    25,00 |
|601366  |SELO MEC 3/4" TS-P                      | 6930|4600176606|    16,90 |
|813802  |RETEN 30MM 47MM 7MM NBR                 | 6950|4600176606|     2,73 |
|887119  |RETEN 60MM 75,05MM 8MM NBR              | 6960|4600176606|     6,56 |
|34123   |RETEN 63,5MM 88,9MM 11MM FKM            | 6980|4600176606|    30,25 |
|251426  |ROLAMENTO ESFERA 203KRRAH02             | 6990|4600176606|    22,63 |
|848290  |RETEN 20MM 42MM 10MM NBR                | 7010|4600176606|     8,90 |
|131062  |MANCAL MONOB FOFO AO311                 | 7030|4600176606|   326,98 |
|499206  |SELO MEC 30MM BB4-G9                    | 7040|4600176606|   330,34 |
|165093  |RETEN 25MM 62MM 10MM NBR                | 7060|4600176606|    11,68 |
|35340   |ELEMENTO ELAST ACOPLAMENTO E97RJ        | 7070|4600176606|    14,08 |
|837917  |ANEL 97,79MM 5,33MM VITON               | 7080|4600176606|     8,12 |
|177180  |RETEN 20MM 30MM 7MM NBR                 | 7090|4600176606|     3,50 |
|870562  |BUCHA FIXACAO M120X2,00MM 110MM H-3024  | 7110|4600176606|   188,01 |
|670775  |ANEL 164,30MM 5,70MM CR                 | 7120|4600176606|    14,42 |
|670773  |ANEL 196,22MM 6,99MM CR                 | 7130|4600176606|    16,64 |
|17906   |ROL AUTOC ROLOS 22215-CC                | 7170|4600176606|   221,61 |
|666552  |ROLAMENTO RADIAL ESFERA UC-215-74-V22   | 7180|4600176606|   334,08 |
|666552  |ROLAMENTO RADIAL ESFERA UC-215-74-V22   | 7190|4600176606|   334,08 |
|134147  |ROL 32214 J2 Q ROLOS CONICOS            | 7200|4600176606|    98,70 |
|651085  |MANG PNEUM PU AZL/PRT 6MM 1MM 10BAR     | 7220|4600176606|     1,08 |
|669286  |SELO MEC 1.1/4" MOLA UNICA              | 7240|4600176606|    41,52 |
|106498  |RETENTOR 100MM 162,00MM 15MM NBR        | 7250|4600176606|    26,04 |
|134147  |ROL 32214 J2 Q ROLOS CONICOS            | 7260|4600176606|    98,70 |
|672638  |CORR V BRCH NEO/POL 3V-355 901,70MM     | 7280|4600176606|    10,96 |
|664779  |SELO MEC 33MM FOLE BORRACHA             | 7300|4600176606|   429,44 |
|846259  |MANCAL MONOB INOX F-208                 | 7320|4600176606|   247,34 |
|142174  |RETEN 15MM 24MM 7MM NBR                 | 7330|4600176606|     3,78 |
|858482  |ROL AUTOC ROLOS 21311 EK                | 7340|4600176606|   277,73 |
|33707   |RETEN 17MM 35MM 7MM NBR                 | 7390|4600176606|     3,53 |
|35608   |RETENTOR 30MM 37,16MM 4MM NBR           | 7400|4600176606|    10,03 |
|167088  |RETEN 125MM 160MM 12MM NBR              | 7410|4600176606|    32,25 |
|183765  |RETEN 50MM 58MM 4MM NBR                 | 7420|4600176606|     6,35 |
|241210  |RETEN 150MM 180MM 15MM NBR              | 7440|4600176606|    33,11 |
|309872  |ROLAMENTO RIGIDO ESFERAS 63004-2RS      | 7450|4600176606|    33,16 |
|334282  |MEIA EMENDA 15,88MM SPL 10A-1           | 7460|4600176606|    10,80 |
|669842  |ROLAMENTO RADIAL ESFERA GR-208          | 7480|4600176606|   377,65 |
|854678  |SELO MEC 1.1/4" T21                     | 7540|4600176606|    34,14 |
|897805  |ROLAMENTO ESFERA 6408ZZ                 | 7550|4600176606|   268,80 |
|703465  |SELO MEC 1.1/4" SPL                     | 7580|4600176606|    34,17 |
|86240   |TAMPAO AC 30MM ES                       | 7590|4600176606|     6,35 |
|712427  |RETENTOR 114,3MM 139,65MM 12,7MM NBR    | 7610|4600176606|    33,91 |
|115690  |RETEN 55MM 80MM 10MM NBR                | 7620|4600176606|    10,42 |
|61982   |ROL HH228349 ROLOS CONICOS              | 7630|4600176606| 4.978,00 |
|611623  |RETEN 168,00MM 188,00MM 31,50MM BAG     | 7660|4600176606|    48,48 |
|696695  |RETEN 68,00MM 90,00MM 10,00MM BRG       | 7670|4600176606|    10,67 |
|734464  |ROL RIG ESF 6316DDU                     | 7680|4600176606|   296,64 |
|33223   |ANEL INTERNO AC IR 182216               | 7690|4600176606|    38,91 |
|312851  |RETEN 10,00MM 26,00MM 8,00MM BRG        | 7700|4600176606|     4,40 |
|725070  |ANEL 117,00MM 3,53MM NBR                | 7710|4600176606|     2,45 |
|77803   |ANEL 7,65MM 1,78MM VITON                | 7730|4600176606|     0,70 |
|85386   |TAMPAO 37MM ENCAIXE ACO CARBONO         | 7740|4600176606|     7,18 |
|80293   |TAMPAO PENDENCIA C/ BORRACHA NITRILICA P| 7750|4600176606|    21,50 |
|93823   |ROL ROLOS CILINDRICOS NU-214-ECP        | 7780|4600176606|   249,00 |
|682806  |ROL ROLOS CONICOS HM 803149/HM 803110   | 7790|4600176606|    69,86 |
|683903  |ROL ROLOS CILINDRICOS NU-214-ECM-C3     | 7800|4600176606|   245,29 |
|904710  |RETEN 15,00MM 26,00MM 6,00MM BR/R5      | 7810|4600176606|     4,49 |
|676214  |ANEL 39,34MM 2,62MM NBR                 | 7820|4600176606|     0,57 |
|914927  |ROL ROLOS CILINDRICOS NU-2214-ECP-C3    | 7830|4600176606|   568,78 |
|367082  |ROL RIG ESF MR-126-ZZ                   | 7840|4600176606|     7,30 |
|964377  |RETEN 25,00MM 35,00MM 7,00MM BRG        | 7850|4600176606|     4,08 |
|198664  |MANCAL BIPARTIDO FOFO SAF-526-TS        | 7860|4600176606| 2.068,00 |
|272116  |RETEN 115,00MM 140,00MM 13,00MM BR      | 7870|4600176606|    21,32 |
|902561  |RETEN 70,00MM 110,00MM 10,00MM BRG      | 7880|4600176606|     8,79 |
|696000  |ROL ROLOS CONICOS JRM3968XD             | 7890|4600176606|   315,40 |
|95370   |RETEN 20,00MM 35,00MM 8,00MM BRG        | 7900|4600176606|     3,50 |
|35111   |RETEN 25,00MM 47,00MM 7,00MM BRG        | 7910|4600176606|     4,47 |
|107093  |SELO MEC 1" T.21XF50 1C1                | 7930|4600176606|    13,05 |
|42967   |SELO MEC 1.3/4" TIPO01134               | 7940|4600176606|    41,33 |
|40026   |SELO MEC 1" TS-P                        | 7950|4600176606|    13,05 |
|70173   |RETEN 110,00MM 130,00MM 13MM BAG        | 8420|4600176606|    12,23 |
|928660  |RETEN 40,00MM 72,00MM 12,00MM BRG       | 8430|4600176606|     8,05 |
|726258  |ROL ROLOS CILINDRICOS NU-2313-K-C3      |10380|4600176606|   717,95 |
|837448  |MANCAL MONOB INOX F-204                 |10390|4600176606|   114,72 |
|30797   |ROL ROLOS CILINDRICOS NJ 207 ECP        |10400|4600176606|   163,16 |
|859015  |RETEN 69,85MM 85,92MM 14,29MM BRG ESPECI|10410|4600176606|   155,32 |
|612988  |ROL RIG ESF SS6005-2RS-C3               |10420|4600176606|   128,91 |
|868650  |RETEN 35,00MM 52,00MM 7,00MM BRGF       |10440|4600176606|    61,42 |
|951233  |RETEN 28,00MM 47,00MM 7,00MM BRG        |10460|4600176606|     5,92 |
|5215    |RETEN 45,00MM 65,00MM 8,00MM BRG        |10470|4600176606|     6,95 |
|122092  |SELO MEC 5/8” MOLA UNICA                |10480|4600176606|    21,38 |
|288012  |ROL RIG ESF 6024-ZZC3                   |10490|4600176606|   390,10 |
|740566  |RETEN 47,00MM 84,00MM 8,00MM BAF        |10500|4600176606|   248,84 |
|233199  |SELO MEC 45MM M.377/S5 45MM UI-UI VGS   |10510|4600176606|   614,24 |
|870506  |SELO MEC 1.3/4" TS-P                    |10520|4600176606|    49,39 |
|955229  |RETEN 70,00MM 100,00MM 10,00MM BRG      |10530|4600176606|    14,72 |
|370657  |SELO MEC 1.1/2" T21                     |10540|4600176606|    25,36 |
|13913   |TAMPAO 35X7MM ACO CARBONO               |10550|4600176606|     5,51 |
|133914  |SELO MEC 1.3/4" T.21XF50 1C1            |10570|4600176606|    41,33 |
|929750  |RETEN 35,00MM 72,00MM 10,00MM B         |10590|4600176606|    11,64 |
|1210358 |CORRENTE ROLO AC ASA 120 38,10MM 22,23MM|10600|4600176606|   187,20 |
|583922  |CORREIA SINCRONIZADORA 4250-T10-100     |10610|4600176606|   311,25 |
|1247178 |MANCAL BIPARTIDO FOFO SNAL622TC         |10620|4600176606| 1.101,49 |
|206883  |ROL RADIAL ESFERA UCX 14-43 V22         |10630|4600176606|   861,54 |
|378276  |ROL ROLOS CILINDRICOS                   |10640|4600176606| 1.705,65 |
|183628  |ROL ROLOS CILINDRICOS NU 2210 ECP       |10650|4600176606|   189,24 |
|726496  |GAXETA CORD QUAD 1/4"                   |10660|4600176606|   729,15 |
|1210359 |CORRENTE ROLO AC 50,80MM 28,58MM 31,55MM|10670|4600176606|   334,08 |
|1204749 |ROL ROLOS CILINDRICOS NU 217 EM1        |10680|4600176606| 1.326,34 |
|1201994 |ROL AUTOCOMP ROLOS 23024 KC3W33         |10690|4600176606|   859,05 |
|52915   |ROL ROLOS CILINDRICOS NU2213EC          |10700|4600176606|   746,17 |
|813773  |ROLAMENTO 250311 STEIN                  |10710|4600176606|   329,51 |
|1243829 |ROL ROLOS CILINDRICOS NU 217 WC3        |10720|4600176606|   618,35 |
|802587  |CORREIA W166931 OMS                     |10730|4600176606|   149,40 |
|43166   |JUNTA ESPIROMETALICA INOX 304 5" 4,00MM |10740|4600176606|    54,90 |
|151755  |MANCAL MONOB FOFO P-210                 |10750|4600176606|    89,64 |
|815235  |ROLAMENTO BGS241681 STEIN               |10760|4600176606|   244,85 |
|567050  |MANCAL 14452 SONIC                      |10770|4600176606|   232,40 |
|58552   |RETEN 110,00MM 140,00MM 13,00MM R2      |10780|4600176606|   164,81 |
|813771  |ROLAMENTO 250502 STEIN                  |10790|4600176606|   327,85 |
|420387  |ROLAMENTO AGULHAS NKI 40/20             |10800|4600176606|    53,95 |
|914378  |ROL AUTOCOMPENSADOR ESFERAS 1206-TV-K-C3|10810|4600176606|    48,42 |
|730328  |RETEN 80,00MM 125,00MM 12,00MM HMSA10V  |10820|4600176606|   130,95 |
|264736  |ROLAMENTO RIG ESFERAS 6306              |10830|4600176606|    41,50 |
|731409  |SELO MEC 1.1/4" T21                     |10840|4600176606|   242,70 |
|271031  |ANEL VEDACAO 3" PVC                     |10850|4600176606|    19,92 |
|1246245 |RETEN 135,00MM 190,00MM 15,00MM         |10860|4600176606|    28,86 |
|25513   |ROLAMENTO AGULHAS SCH-2212-P            |10870|4600176606|   164,84 |
|1226429 |ANEL O 75,80MM 3,53MM NBR               |10880|4600176606|     1,42 |
|370633  |ROL ESF CONT ANG 7201 BW                |10890|4600176606|    58,10 |
|817721  |ROLAMENTO 402100072 STEIN               |10900|4600176606|    53,95 |
|2393    |SELO MEC 1.3/8" T21                     |10910|4600176606|    46,60 |
|718493  |ROL ESF CONT ANG                        |10920|4600176606|    63,49 |
|1250622 |ANEL O 10,00MM 2,00MM NBR               |10930|4600176606|     1,05 |
|169199  |RETENTOR 100514026150 FAST              |10940|4600176606|    25,72 |
|725823  |ANEL 129,77MM 3,53MM NBR                |10950|4600176606|     2,30 |
|1250621 |ANEL O 10,00MM 3,00MM NBR               |10960|4600176606|     0,83 |
|827400  |BUCHA 009100515 BYG                     |10970|4600176606|    19,09 |
|718482  |RETEN 15,00MM 40,00MM 7,00MM BRG        |10980|4600176606|    16,60 |
|1250620 |ANEL O 9,00MM 3,00MM NBR                |10990|4600176606|     0,52 |
|1248981 |RETEN 28,00MM 52,00MM 6,00MM            |11000|4600176606|     8,30 |
|899165  |RETEN 90,00MM 110,00MM 12,00MM BRG      |11010|4600176606|     9,71 |
|22925   |ROL ROLOS CONICOS                       |11020|4600176606|   821,70 |
|79367   |ROLAMENTO ESF CONT ANG 5312MC3          |11030|4600176606|   788,50 |
|587091  |ROLAMENTO 368A362X TIMKEN               |11040|4600176606|   506,26 |
|740307  |ACOPLAMENTO FOFO FLEXIVEL GE 97         |11050|4600176606|   116,20 |
|1210013 |ROL ROLOS CONICOS                       |11060|4600176606|    20,75 |
|486564  |RETEN 50,00MM 62,00MM 8,00MM RTR7       |11070|4600176606|    56,97 |
|12362   |ROLAMENTO AUTOC ROLOS 22313 H           |11080|4600176606|   597,60 |
|559317  |RETEN 4359 SABO                         |11090|4600176606|    98,31 |
|730919  |ROL AUTOCOMP ROLOS 21320 E4C3           |11100|4600176606| 1.836,79 |
|914979  |ROL ROLOS CILINDRICOS NU-320-W-C3       |11110|4600176606| 1.826,00 |
|903275  |RETEN 80,00MM 100,00MM 12,00MM BRG      |11120|4600176606|    30,71 |
|138827  |RETEN 130,00MM 160,00MM 12,00MM R5      |11130|4600176606|     0,00 |
|217865  |ROL ROLOS CILINDRICOS NU2211ECPC3       |11140|4600176606|   325,30 |
|800081  |EMENDA 19,05MM QUAD                     |11150|4600176606|    27,39 |
|450736  |RETEN 45,00MM 52,00MM 4,00MM BRG        |11160|4600176606|    20,75 |
|1209567 |RETEN 118,00MM 140,00MM 13,00MM BG      |11170|4600176606|    32,56 |
|132810  |RETEN 90,00MM 115,00MM 13,00MM BRG      |11180|4600176606|    20,69 |
|1249505 |GUIA LINEAR MSA25RX2600MMPMI            |11190|4600176606| 2.149,70 |
|699765  |JUNTA ESPIROMETALICA INOX 304 5"        |11200|4600176606|   107,73 |
